error
2.974056841720560534e-03
-5.836724407034915574e-02
-1.379090990068421868e-02
4.341590233776781993e-02
3.361422718928470249e-02
3.699318045167338670e-02
2.974056841720560534e-03
2.974056841720560534e-03
3.908672146967229893e-02
-6.682512689309028087e-02
4.341590233776781993e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.628345099279082164e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
4.952215376051695428e-02
1.733227597239630352e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.571799462039696893e-02
2.974056841720560534e-03
2.125011795174422836e-03
-6.953290848106416511e-02
-6.570937453903052949e-03
4.341590233776781993e-02
2.974056841720560534e-03
2.974056841720560534e-03
1.309580136714497828e-02
2.584816374998559312e-03
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
2.625986389512817258e-03
1.830326552212228897e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
-1.252105762194335309e-02
2.974056841720560534e-03
2.860037265492221693e-03
2.974056841720560534e-03
1.733227597239630352e-02
1.733227597239630352e-02
2.974056841720560534e-03
3.829327672902872737e-02
2.974056841720560534e-03
2.974056841720560534e-03
1.478254856812728432e-04
5.507235906195032810e-02
-3.396592322052613411e-02
3.261160017345747508e-02
6.171999490783650066e-02
2.974056841720560534e-03
1.733227597239630352e-02
3.890703783184950443e-02
2.974056841720560534e-03
1.733227597239630352e-02
-6.763756360390237032e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.593397490179258358e-02
2.974056841720560534e-03
2.974056841720560534e-03
-6.555702817255039394e-02
2.974056841720560534e-03
2.974056841720560534e-03
-6.788763905942855198e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
-2.426470715974721193e-02
1.733227597239630352e-02
2.974056841720560534e-03
2.482280578969024709e-02
2.974056841720560534e-03
-3.635189909105041028e-02
3.669261379411991458e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
5.070489027415676919e-02
1.733227597239630352e-02
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
1.733227597239630352e-02
1.613602195291346381e-02
2.974056841720560534e-03
-3.664041745972568265e-02
4.341590233776781993e-02
2.974056841720560534e-03
2.974056841720560534e-03
-1.012902051360518689e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.972904579935846892e-02
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
2.974056841720560534e-03
3.190052755314950333e-02
-1.871304590393728720e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
-1.466602744416922732e-02
4.341590233776781993e-02
-3.997515446883273538e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
2.974056841720560534e-03
-5.449732037454918521e-02
2.974056841720560534e-03
-5.338525231823175454e-02
2.974056841720560534e-03
3.768880233922630024e-02
2.974056841720560534e-03
-3.099041763792148574e-02
2.974056841720560534e-03
2.974056841720560534e-03
1.733227597239630352e-02
4.054620181197260420e-03
6.639477269136564996e-02
3.568166920036684037e-02
2.821160233789087729e-02
2.974056841720560534e-03
3.294476736659889514e-04
2.900803045647230849e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
-9.326538997888709701e-03
2.974056841720560534e-03
1.733227597239630352e-02
1.733227597239630352e-02
-9.267297100080773564e-02
-1.246267004624249108e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
3.068046869563710588e-02
2.974056841720560534e-03
1.733227597239630352e-02
3.204372120030432591e-02
1.916485480699307853e-02
2.974056841720560534e-03
2.974056841720560534e-03
-5.207498393949899773e-02
5.128226667782287418e-03
2.690304105422203218e-02
-2.596446453695385598e-03
-9.529925522753662781e-02
-7.248836468213643025e-03
-2.206683488028798878e-02
2.974056841720560534e-03
1.733227597239630352e-02
4.341590233776781993e-02
1.733227597239630352e-02
2.242052752238112012e-02
2.974056841720560534e-03
1.733227597239630352e-02
-6.972518590217385848e-04
7.110964692316167068e-03
-5.183628331102738129e-02
-1.578586958357873840e-03
2.974056841720560534e-03
-2.566209573962258128e-02
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
2.043291924756059086e-03
4.074512052450657285e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
5.012695080373426315e-02
2.974056841720560534e-03
-5.376597558515769371e-02
2.974056841720560534e-03
3.739126845009427269e-02
3.298945775753535370e-02
2.974056841720560534e-03
1.733227597239630352e-02
2.974056841720560534e-03
4.666659529150294500e-02
3.464783108332857714e-02
-3.821021156127925311e-02
8.270038543778976230e-04
-3.111324489492553642e-03
1.733227597239630352e-02
4.523736387746024601e-02
2.974056841720560534e-03
2.974056841720560534e-03
1.677458830121349165e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
8.568371210802600176e-04
4.734755664808273923e-02
1.733227597239630352e-02
1.548373414355995719e-03
4.766353751868483701e-02
-1.827180065780757874e-03
2.974056841720560534e-03
2.974056841720560534e-03
3.452537577866102853e-02
2.974056841720560534e-03
3.720834251088053074e-02
2.974056841720560534e-03
4.066009669033398416e-02
2.974056841720560534e-03
-6.808559038711205214e-02
1.733227597239630352e-02
1.951172767214509607e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.956288402357154510e-02
1.733227597239630352e-02
2.663689590625573089e-03
4.341590233776781993e-02
7.324913273074971226e-04
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
-1.826837521722934204e-02
2.974056841720560534e-03
-9.598820859477996681e-04
2.477544660999084214e-02
2.974056841720560534e-03
2.974056841720560534e-03
-3.571268361021688077e-03
2.724454268224719630e-04
1.733227597239630352e-02
2.974056841720560534e-03
-1.788357834236625754e-02
2.974056841720560534e-03
6.550434470031035739e-02
2.974056841720560534e-03
2.974056841720560534e-03
3.001670113532149686e-02
-3.785008748256921129e-02
2.974056841720560534e-03
2.974056841720560534e-03
4.225603539278875720e-02
6.336197351123060151e-02
1.572947376652857054e-02
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
2.974056841720560534e-03
