error
-4.153283243017301396e-03
2.126433507657943256e-02
-4.562892024798981261e-03
5.584597126926479915e-03
2.250147362765419351e-02
6.695289037160059853e-03
-3.953879624521601521e-03
-1.877687157368318482e-02
-9.476794519354642815e-03
-1.820547321484042649e-02
1.380810809489207980e-03
-1.333731446798749540e-02
8.105490754077855631e-03
-2.473286439756341645e-02
-1.224315942852173718e-02
-6.735052148574373343e-03
1.832008513314655612e-02
2.511523353129971325e-03
-1.259246180700836909e-02
-4.852493863111539962e-03
-2.872594007421874415e-02
-1.686873851117509648e-02
3.660349778541126774e-03
8.516037826522854237e-03
-1.740320731945064342e-02
-2.968080597940536344e-02
3.933706342339547690e-03
2.357628636490618698e-02
1.255446875733399331e-02
-1.447372673736400071e-02
9.454399562577528449e-03
1.934839933735669343e-02
-2.443900002676442987e-02
8.884137955055770863e-03
-8.612250740890538270e-03
2.923097184143436111e-03
-1.961299968032401836e-02
-1.463846939749987447e-02
2.110447043208065615e-02
4.847945913432363807e-03
-2.212246393419652069e-03
1.581725351451893774e-02
-2.072627626560278810e-02
-7.274062132018171978e-04
-3.061389214631562994e-02
2.702909101530035635e-02
-2.880295334462533094e-02
-1.704601456673866117e-02
-2.422429848333380875e-02
2.358080366893661878e-02
-2.938225641409997202e-03
6.932828866183141092e-03
-2.010469996400165472e-03
2.274354360997297292e-02
-1.404402542980486002e-02
-2.148627712650425653e-02
2.378087590516635846e-02
-6.779826655111211020e-03
-8.443717996007391036e-03
-6.777158759941288857e-03
-1.031358562852967287e-02
-2.370500634887905134e-02
-9.647997911390000098e-03
-2.199230130336991482e-02
1.385135035355795213e-02
-1.223971686894954544e-02
1.478947995679628230e-02
1.961536369237202454e-02
-7.076154327276018216e-03
8.033579087458081469e-03
1.856318235628748314e-02
-1.137802010038635805e-02
1.974282880115717231e-03
-3.240502897382258052e-04
3.953501151860466800e-03
-3.572465253664674351e-02
9.111910028328784605e-04
1.390374191992568148e-02
-6.104891226484408795e-03
-2.748411106484886790e-02
-7.181565417377552656e-03
-2.452334075101458150e-02
-4.510405653512121471e-03
-7.354559346417814669e-03
-1.415085360751339866e-02
-3.748346255788440051e-02
-3.298363292225527099e-03
4.619052022232862480e-03
1.977784395170746612e-02
-1.842636540059842606e-02
7.861359778745941052e-03
-2.356382283263528526e-02
6.915037766370285555e-04
-2.208066503249139084e-02
1.686162293529291922e-02
-4.554440272998033779e-03
-2.528208360105796415e-02
-1.573170540002321802e-02
9.748782916283463273e-03
7.880057449962882266e-04
-2.672446317310547825e-02
2.755303234650947203e-02
-2.689545681350150041e-02
7.797501647400291447e-03
-2.611846815619204426e-02
4.628166550179474426e-03
-8.435865177207825527e-03
3.841697458960291467e-05
-5.652382820581468292e-03
-1.370746405561752701e-02
-1.589104030802114542e-02
-2.557358247754504960e-02
3.182013896930874219e-04
-3.014303997145292846e-03
-1.852474614366864114e-02
